web-scraper-order,web-scraper-start-url,links,links-href,role name,place,description,job number,pages,pages-href
1686078160-82,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Senior Commercial Strategy Manager, Pricing and Value",https://www.totaljobs.com/job/senior-commercial-manager/deliveroo-job100487428,"Senior Commercial Strategy Manager, Pricing and Value","London, South East",,Job ID: 100487428,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078163-83,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Global Operations Lead, Rider Trust",https://www.totaljobs.com/job/rider/deliveroo-job100487392,"Global Operations Lead, Rider Trust","London, South East",,Job ID: 100487392,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078166-84,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Product Manager,https://www.totaljobs.com/job/product-manager/wpp-job100538509,Product Manager,"London, South East","Description
 
 Position at Choreograph
 WHO WE ARE 
 We create the data products & technology that make advertising work better for people. 
 Choreograph, an affiliate of GroupM, is a global data products and technology company, purpose-built for an era that demands a new approach to data management, usage, and brand growth. 
 Data is the fuel that powers growth. The companies who best leverage data are creating unbeatable advantages over their competitors while simultaneously connecting with customers more effectively. Our goal is to help future-focused businesses use their data in ways that meet savvy customers' expectations while building trust and understanding. 
 We are over 700 strong in 17 markets around the world and we offer a modular product suite, empowering marketers to drive sustainable, data-enabled growth. 
 Choreograph Create is a dynamic advertising platform built for WPP agencies, enabling brands to achieve better outcomes through the power of addressable, data-driven creative. The Create platform caters to the full end-to-end process of producing, activating, and measuring the success of dynamic advertising campaigns. This includes modular template creation, managing complex decision logic, and the activation of campaigns through programmatic integrations. 
 WHO WE ARE LOOKING FOR 
 GroupM is looking for a Product Manager for the Global Innovation Group focusing on building lightweight, scalable, and future-facing products for GroupM, its agencies, and clients. 
 Additionally, the Product Manager will work with some of our biggest technology partners in addition to start-ups to incubate products or build in a partnership capacity to solve some of the media's biggest challenges in a rapidly changing landscape. The Product Manager will report to the Senior Director of Product. 
 WHAT YOU WILL DO 
 As the Product Manager, of Global Innovation Group, you will:",Job ID: 100538509,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078174-85,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Cost Benefit Analysis (CBA) Panel Chair,https://www.totaljobs.com/job/panel-chair/financial-conduct-authority-job100495553,Cost Benefit Analysis (CBA) Panel Chair,"London, South East",,Job ID: 100495553,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078178-86,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Global Grocery Taxonomist,https://www.totaljobs.com/job/taxonomist/deliveroo-job100487389,Global Grocery Taxonomist,"London, South East",,Job ID: 100487389,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078181-87,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Data Product Manager,https://www.totaljobs.com/job/data-product-manager/burberry-job100542178,Data Product Manager,"London, South East","INTRODUCTION 

At Burberry, we believe creativity opens spaces. Our purpose is to unlock the power of imagination to push boundaries and open new possibilities for our people, our customers and our communities. This is the core belief that has guided Burberry since it was founded in 1856 and is central to how we operate as a company today. 
 
We aim to provide an environment for creative minds from different backgrounds to thrive, bringing a wide range of skills and experiences to everything we do. As a purposeful, values-driven brand, we are committed to being a force for good in the world as well, creating the next generation of sustainable luxury for customers, driving industry change and championing our communities.

JOB PURPOSE 

Establishing a new division under the Data & Analytics umbrella, we are bringing together technology platforms within the team under an experienced Data Product Manager. We are looking for a candidate to hit the ground running and support the core capability within the wider Data & Analytics function. The role will be responsible for data platforms which are integrated and supported by the Data Engineering group. These data products are aimed at an internal audience spanning all business divisions with a key focus on the immediate analytics and data science community and offer the opportunity to demonstrate innovation and creativity blended with an advanced technical knowledge.

You should be experienced with modern data platforms including data pipelines and visualisation & business facing data platforms. You will also therefore be capable of providing strong technical leadership to bring the roadmap to life. This should be in addition to a strong core foundation in data technology with exposure to DataBricks highly valued. The role is responsible for guiding the development and strategy for technology, recently onboarded into the business, as well as the data assets that are created by or ingested by these platforms which are designed to specifically support business capabilities.

You will regularly partner with analysts, data scientists, engineers, designers and most importantly business stakeholders. As such you will be expected to interpret and understand the requirements and ways of working for those you are supporting, ensuring the most effective solution to the challenge presented. This role is ideal for someone who is passionate about staying up to date with the latest and greatest in technological advances and have the creativity to consider the applications within a business environment.

RESPONSIBILITIES",Job ID: 100542178,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078188-88,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Customer Analyst,https://www.totaljobs.com/job/customer-analyst/british-gas-job100536825,Customer Analyst,"Windsor, Berkshire",,Job ID: 100536825,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078191-89,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Data Manager - Global Supply Chain,https://www.totaljobs.com/job/senior-manager-supply-chain/unilever-job100548681,Senior Data Manager - Global Supply Chain,"London, South East","Reports to: D&A Director Data Centre of Excellence

About Unilever

Be part of the world's most successful, purpose-led business. Work with brands that are well-loved around the world, that improve the lives of our consumers and the communities around us. We promote innovation, big and small, to make our business win and grow; and we believe in business as a strength for good. Unleash your curiosity, confront ideas and disrupt processes; use your energy to make this happen. Our brilliant business seniors and colleagues provide mentorship and inspiration, so you can be at your best.

Every individual here can bring their purpose to life through their work. Join us and you'll be surrounded by inspiring and supportive peers. Among them, you'll channel your purpose, bring fresh ideas to the table, and simply be you. As you work to make a real impact on the business and the world, we'll work to help you become a better you.At Unilever, you're much more than your job title. Here, you can uncover the work you're most passionate about. And you can put your fresh thinking into action to create real impact across the world.

Data & Analytics at Unilever

For Unilever to remain competitive in the future, we need to continue the path to become data intelligent. The purpose of the Data & Analytics team is to help Unilever become Data Intelligent and a clear analytical competitor- partnering with the business to power key decisions with data, insights, advanced analytics and AI.

Our ambition is to enable democratisation of data, information and insights as a completely agile organisation that builds fantastic careers for our people and is accountable for delivering great work that maximises impact and delivers growth.

The Data & Analytics function endeavours to create clear accountability for all aspects of Data Strategy, Data Management, Information Management, Analytics, and Insights. We are accountable for impact of solutions, maintaining market relevance and minimising unnecessary overlaps in analytics products, ensuring simplicity and that our solutions better meet the needs of our users.

We have four key operating principles: (1)One team, (2)Connected to the business, (3) Deploying with pace and discipline and (4)Designing for experience

Our vision is to make Unilever data intelligent, partnering with the business to power key decisions with data, advanced analytics and AI to accelerate growth. Our 5 strategies to achieve this are:

Accelerate & simplify access to relevant data, information and insights

Build in-house, leading-edge data, information, insights & analytics capability

Lead the data & insightsculture and careers to empower employees across Unilever

Rapidly embed analytics products, solutions and services to drive growth

Advance Information Automation at Scale

Job Purpose 

Data as a Platform (DAAP) program is a flagship program with Data and Analytics (D&A) org to build a cross functional data lake to help data democratization. To achieve Unilever strategic business objectives, it is important that our gold standard analytics products can effectively leverage this underlying data foundation. The purpose of this role is to act as a bridge between core data SME team and analytics product managers to ensure data roadmap is aligned to big product milestones and meets quality standards expected from the analytics products.

This is an exciting opportunity to leadthe Global Digital Supply Chain(i.e. Procurement, Make, Logistics, Quality etc) Team as part of Data & Analytics, Data Centre of Excellence. This role is tasked to deliver the data foundations needed to deliver maximum value from data to drive business and organisational performance.

Role Purpose

The role has three main accountabilities:

Define, execute and embed the data and analytics strategy, delivering the data platform foundations needed to fuel our analytical products and deliver the democratisation of our data across the whole organisation.

Defining and embedding a strong enterprise data governance and data quality programme within the Data Lake to properly govern our internal, 2nd and 3rd party data assets and to ensure we have end to end quality from source to product.

Partnering with our functions and analytical products to consulting and innovateon data components of products within a function / country / cluster: establishing data as a product, data as an enabler, then data as a service (and maybe eventually data as a business).

The position will be a Senior Manager responsible for Global Digital Supply Chainpartnering with analytical products, business groups and functions, to define and design specification for the data platform. You will work with theData CoEDirector to masterfully execute and collaborate with senior stakeholders to (i)drive cultural shift around data within the organisation; (ii) explore innovation opportunities around new data channels, new data feeds; (iii) identify interdependent activities and bias towards front-loading high impact work.

Responsibilities",Job ID: 100548681,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078194-90,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Data Visualisation Analyst,https://www.totaljobs.com/job/data-analyst/financial-conduct-authority-job100495468,Data Visualisation Analyst,"London, South East",,Job ID: 100495468,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078197-91,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,EMX Analytics Associate Director,https://www.totaljobs.com/job/analytics-associate-director/wpp-job100538675,EMX Analytics Associate Director,"London, South East","Description
 
 Position at EssenceMediacom
 Analytics Associate Director 
 About EssenceMediacomX 
 EssenceMediacomX, part of GroupM, is a global data and measurement-driven media agency whose mission is to make advertising more valuable to the world. Clients include Google, NBCUniversal, L'Oreal and the Financial Times. The agency is more than 1,800 people strong, manages $4B in annualized media spend and deploys campaigns in 106 markets via 20 offices in APAC, EMEA and North America. 
 Visit www.essencemediacom.com for more information! 
 About the role 
 You will be accountable for quantifying and measuring the success of our campaigns and for delivering insights that enable us to innovate on the work we deliver at EssenceMediacomX. Leading multiple projects and developing best practice, you will be a main point of contact for other teams. 
 Some of the thing's we'd like you to do:",Job ID: 100538675,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078200-92,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,C# - Software Development Engineer in Test (SDET),https://www.totaljobs.com/job/software-development-engineer-in-test/cognizant-job100534926,C# - Software Development Engineer in Test (SDET),"London, South East",,Job ID: 100534926,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078203-93,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Lead Data Engineer,https://www.totaljobs.com/job/lead-data-engineer/capita-job100549319,Lead Data Engineer,,,Job ID: 100549319,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078206-94,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,SEO Specialist,https://www.totaljobs.com/job/seo-specialist/rs-components-job100531221,SEO Specialist,,"About the role:  

As part of the RSGlobal SEO team, we are driving commercial performance and brand awareness through visibility on SERP (Search Engine Results Page) within 32 markets. To make SEO a strategic advantage of RS Group, we want to recruit a team of experts skilled in data science, machine learning, and artificial intelligence. 

Working closely with cross-functional teams, this team will set clear SEO goals, optimisation directions, and collaboratively drive successful outcomes with stakeholders. Our increased SEO maturity will set a new industry standard for SEO operational excellence 

As an SEO Specialist, you will drive a big focus on maximising the value of SEO investment by using insight to identify optimisation opportunities in UK (United Kingdom) market and recommend local priorities for local SEO operation teams. 

 Key accountabilities:",Job ID: 100531221,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078209-95,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior SEO Specialist,https://www.totaljobs.com/job/senior-seo-specialist/rs-components-job100531253,Senior SEO Specialist,,"About the role:  

As part of the RS Global SEO team, we are driving commercial performance and brand awareness through visibility on SERP (Search Engine Results Page) within 32 markets. To make SEO a strategic advantage of RS Group, we want to recruit a team of experts skilled in data science, machine learning, and artificial intelligence. 

Working closely with cross-functional teams, this team will set clear SEO goals, optimisation directions, and collaboratively drive successful outcomes with stakeholders. Our increased SEO maturity will set a new industry standard for SEO operational excellence 

As the Senior SEO Specialist, you will drive a big focus on maximising the value of SEO investment by using insight to identify optimisation opportunities for major RS markets. 
 
 Establish a team of SEO specialists who provide action recommendations for cross-functional teams 

 Key accountabilities:",Job ID: 100531253,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078212-96,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Senior C++ Developer, Machine, AI, Python, Linux",https://www.totaljobs.com/job/senior-c-developer/people-source-consulting-job100513425,"Senior C++ Developer, Machine, AI, Python, Linux","London, South East",,Job ID: 100513425,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078218-97,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Sovereign ESG Markets Analyst,https://www.totaljobs.com/job/analyst/verisk-analytics-job100539412,Sovereign ESG Markets Analyst,"London, South East",,Job ID: 100539412,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078221-98,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Principal Pricing Analyst - Personal Lines Insurance,https://www.totaljobs.com/job/principal-pricing-analyst/datatech-analytics-job100545798,Principal Pricing Analyst - Personal Lines Insurance,,"Principal Pricing Analyst - Personal Lines Insurance

Hybrid working/Surrey offices

Negotiable £50,000 to £70,000 DoE 

Job Reference J12560

Our client, industry leaders in the insurance business, has a fantastic opportunity for a Principal Pricing Analyst (applications at Senior Analyst level also considered if you feel you are driven to progress) to join their Pricing department. This is a full time, permanent position.

The successful candidate will be responsible for significantly improving the profitability of the company through driving improvements to Motor pricing, across all their brands and channels.

The Day to Day
• Recommend, deliver and oversee changes to prices and underwriting criteria to help achieve volume and profit targets across all products, channels and brands.
• Responsible for delivering pricing initiatives, as well as feeding in new ideas, to make pricing and rating capabilities market leading.
• Understands the market and brings relevant market insight to the attention of the Pricing Team.
• Understand and can explain to others the main aspects of Pricing e.g. risk pricing, retail pricing and expenses, including how these are modelled/derived.
• Leads and supervise on building and updating significant risk/retail models using Radar, Emblem and alternative modelling/Data Science techniques.
• Responsible for implementing changes through the pricing algorithm as required.
• Leads on and supervises others with analysis to monitorany issues in key aspects of business performance.

We'd like to hear if you have…
• Degree level education or equivalent with proven numeracy skills.
• A knowledge of pricing and modelling techniques
• Experience of applying multivariate statistical and/or Data Science techniques (e.g. Regression (GLMs), Clustering, GBMs) to business problems
• Computer literate with a knowledge of statistical software such as SAS or Python would be an advantage, as well as insurance pricing software, e.g. Radar and Emblem.
• A well organised and logical approach, with attention to detail and good communication skills are essential as is the ability to demonstrate an in-depth understanding of how the business works and performs.
• The ability to communicate technical information in non-technical terms where appropriate and the ability to produce clear and concise written reports

If this sounds like the role for you then please apply today! 

Alternatively, you can refer a friend or colleague by taking part in our fantastic referral schemes! If you have a friend or colleague who would be interested in this role, please refer them to us. For each relevant candidate that you introduce to us (there is no limit) and we place, you will be entitled to our general gift/voucher scheme.

Datatech is one of the UK's leading recruitment agencies in the field of analytics and host of the critically acclaimed event, Women in Data. For more information, visit our website: www.datatech.org.uk",Job ID: 100545798,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078224-99,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Team Project Lead - Analytics & Insight,https://www.totaljobs.com/job/project-lead/wpp-job100538659,Team Project Lead - Analytics & Insight,"London, South East","Description
 
 Position at EssenceMediacom
Project Lead 
 Analytics & Insight , London
If you require any adjustments or additional support during the recruitment process, for any reason whatsoever, please let us know at [email protected]
At EssenceMediacom we want to eradicate inequity . We don't tolerate it and when we see it, we act . We attract, support and develop our talent without bias and strive to foster the empathy, creativity and diversity of thought needed to drive meaningful change for our people, our clients, our industry and our society. WPP and GroupM have already made strong commitments to combat racial injustice . While we are part of this group, we know we have an individual responsibility as an employer and an industry leader to fight against racism . That's why we have pledged the following seven commitments .
Even if you don't meet all the requirements, that's okay, and we encourage you to apply anyway to find out more about whether this is the right match for you.
Did you know that m arginalised groups including women, people of colour and people with a disability are more likely to discount themself for a role if they don't feel they meet every requirement or understand the reasonable adjustment that can be made? This is why we encourage connection and conversation to ensure that everyone has the opportunity and information needed to find the right role, for them. If this role isn't quite right, you may be the perfect fit for another - so go ahead, apply and find out!
Who are we? 
 EssenceMediacom's Analytics & Insight team houses all of the data, effectiveness and insight specialists within EssenceMediacom . The team has one purpose - to ensure that every media planning decision is fuelled by the best data and insight s available . 
 Our Analytics & Insight team is crucial for our client's success by delivering a data-driven approach to media strategy, planning and activation with an emphasis on accountability and innovation. 
 An integral part of Analytics & Insight is our Data Science & Modelling team which specialises in marketing analytics. The Data Science & Modelling team is committed to building connections along clients' business journey to ensure they can make the right decisions to optimise their business performance. We do this using a vast range of analytical techniques which are bespoke for each business question and client . 
 Our areas of expertise span market mix modelling, budget setting and allocation, forecasting, brand equity modelling, launch volumetric studies and conjoint to name but a few. Our primary focus is on getting insight out of data and analytics in order to provide recommendations for clients that are realistic, relevant and above all actionable. We are a team of 50+ experts, working across more than 25 clients in the UK and globally. We analyse over £600m of communications spend each year, covering 15% of UK media spend which means we are the leading experts in our field.
Overview of role
Project Leads are key members of the Data Science & Modelling team, responsible for the day to day running of client analytics projects and provid ing support for junior staff and direct reports. You are responsible for everything including interpreting the original brief , leading our analytics approach and delivering the key insights from the analytics. It requires a combination of technical modelling rigour , leadership, communication skills and media expertise .
3 best things about the job",Job ID: 100538659,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078227-100,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Search and Social Product Manager,https://www.totaljobs.com/job/product-manager/wpp-job100538289,Search and Social Product Manager,"London, South East","Description
 
 Position at GroupM Nexus
 Operating Company: GroupM Nexus 
 Department / Team: Global Product, Platform Development 
 Reporting To: Head of Product Development 
 Primary Location: London, UK 
 About GroupM Nexus: 
 GroupM Nexus is part of GroupM, which in turn is part of WPP. WPP is a creative transformation company, specialising in advertising, communications, and media investment. 
 GroupM is the leading global media investment management operation. Our advertising agencies - Mindshare, Wavemaker, EssenceMediacom, and mSix&Partners - are the front line to a new era of media strategy and innovation. With global media agencies and more than $60 billion in annual media spend, we provide access and scale everywhere our clients do business. 
 GroupM Nexus, a division of GroupM, brings together 9,000 practitioners globally across ad ops, addressable content & TV, AI, commerce, programmatic, search and social, among others, to deliver transformational outcomes across digital channels and platforms and create exciting new career paths for our people. Media needs to be more accountable across all channels, platforms, and devices. A channel-neutral, outcome-first approach with clearly defined and mutually agreed goals should be a standard and staple in all client campaigns. 
 To continue to drive this transformation, through GroupM Nexus, we are investing in the world's leading global media performance organization with skilled technical experts, software development and agile, connected processes and teams that enable us to continuously set new benchmarks for the industry across search, social, programmatic, addressable, and more. 
 About the Platform Development team 
 The Platform Development team is responsible for building the technology platform that powers the way we create audiences, forecast, price, and optimise cross-channel campaigns. It is a propriety solution which has a fast-expanding user base across markets, agencies, and clients. There is an extensive roadmap of developments that is required to support all the use cases and channels, one of which are the social media and search channels. 
 The team consists of several specialist areas, all involved in product and system development, these include, product management, project management, data science, technical design, and technical account management. 
 Intro to the role: 
 We are looking for an experienced product manager to work within our search and social media advertising channels. The role will work within the Global Product team, supporting the GroupM organisation and social media and search practices within the agencies with the development of planning solutions within the platform. 
 The role will be based in London and report to the platform Head of Platform Development. WPP and GroupM has an extensive global operational footprint, working in all the major advertising markets, with some of the world's largest brands and advertisers. The successful candidate will be required to work across these markets, along with the media suppliers (Google, Meta, TikTok, etc), and technology & data providers. 
 We are looking for a candidate with good experience in the social media and search industries, who has a proven track record of conceiving, developing, deploying complex solutions. The candidate must be particularly collaborative, and work well across a matrix organisation, across many markets, where there are many stakeholders. The ideal candidate will have successfully delivered advertising and media planning products. 
 Key Responsibilities:",Job ID: 100538289,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078232-101,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Account Manager, Measurement & Reporting",https://www.totaljobs.com/job/account-manager/wpp-job100538640,"Account Manager, Measurement & Reporting","London, South East","Description
 
 Position at Mindshare Worldwide
Account Manager, Measurement & Reporting 
 
 Job title: Account Manager, M&R 
 Group: Mindshare Worldwide 
 Reports to: Business Director 
 Closing Date: 14th April 2023
Mindshare is global media agency designed to make media exciting, fun and life changing. For the last 20 years our values of Speed, Teamwork and Provocation have guided our 10,000 people who work with some of the world's best brands and companies. Located in 116 offices across 86 countries , we are the largest media agency in GroupM, WPP's m edia i nvestment m anagement arm, which is the #1 media holding group globally. Mindshare Worldwide is the headquarters for Mindshare based in London. We are a team of 400+ people, co-ordinating media campaigns for our global clients. 
 Learn about our culture and values and meet some of our people here . 
 Want to see some of our award-winning work? Click here
What W e C an O ffer You 
 At Mindshare Worldwide, we offer a competitive salary package, with 25 days holiday increasing with service to a maximum of 30 days, with the option to buy an extra 5 days per year. We also have a n enhanced pension scheme, Bupa healthcare, a monthly wellbeing fund and early finishes on a Friday during summer. These are just some of the great benefits we offer. 
 Based in central London, our office has a rooftop with views of London - a great space to hang out with colleagues and friends! 
 We also offer an extensive training programme to help guide your career development whilst you're with us . T here are a wide range of options to suit everyone at all levels of your career. 
 Our Values & Behaviours 
 Our attitude is reflected in our core values of Speed, Teamwork and Provocation , which drive our people and our business. 
 We want Mindshare Worldwide to be a place where everyone feels that they belong, everyone can be themselves and everyone has the same opportunities to develop their careers. Over the last 12 months we have made important steps in progressing on our journey to a truly inclusive organisation. We have launched The Collective and have seen the birth of a range of Employee Resource Groups who have shown some amazing and inspiring work. 
 Our Commitment 
 We are committed to making adjustments wherever necessary. If you require this document in another format , such as large print or audio, please contact Emma Large ( [email protected] ) . 
 Mindshare Worldwide commit to providing assistance for candidates who have successfully secured an interview and may require adjustments. We will work with the interviewee to establish what additional support is required and where possible, ensure adjustments are implemented to support a successful interview. 
 The Role 
 We are looking for someone to support the build ing and growth of our proprietary media planning and reporting platform within Mindshare Worldwide. Someone with media planning experience, comfortable liaising directly with clients and a passion for using data to make better planning and business decisions. The Measurement & Reporting team work with some of the biggest brands in the world to help shape how they measure their media performance and provide analysis of the media investment and performance data generated by their campaigns. 
 The role does not require knowledge or experience of data science or modelling, instead you should have a passion for data analysis and an understanding of media measurement and how different metrics impact our understanding of performance . The successful candidate will be working with people across the world, discussing how KPIs and metrics should be reported on at both global and local levels and creating media plan frameworks and templates . 
 The Ideal Candidate 
 As an Account Manager within the M&R team you will be heavily involved introducing & training new clients and their teams to the planning platform . As such you should demonstrate the ability to quickly learn and a keenness to understand new business sectors, organisations and requirements . 
 You should be self-starter and motivator with the ability to work in an autonomous , fast paced environment w ith an analytical mindset, able to approach issues and challenges from a variety of angles and then identify the appropriate solution . 
 Highly numerate, with strong mathematical acumen, you should be interested in developing data visualisation skills, learning advanced skills on PowerBI and Excel. 
 The successful candidate should be able to operate independently and autonomously and takes a lead in delivering projects or programmes of work . 
 With at least two years of media planning experience, they will be looked to to provide guidance and expertise on media-related topics, including informal training and upskilling junior team members where required.
Essential Criteria",Job ID: 100538640,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078235-102,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Lead Python Developer - Contract - Inside IR35 - London,https://www.totaljobs.com/job/lead-python-developer/la-fosse-associates-ltd-job100548410,Lead Python Developer - Contract - Inside IR35 - London,"London, South East",,Job ID: 100548410,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078238-103,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Market Data Business Analyst (Associate),https://www.totaljobs.com/job/data-business-analyst/ing-bank-nv-job100487581,Market Data Business Analyst (Associate),"London, South East",,Job ID: 100487581,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078241-104,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Engineering Delivery Manager,https://www.totaljobs.com/job/engineering-manager/northrop-grumman-job100537809,Engineering Delivery Manager,"New Malden (KT3), New Malden","Job Description
Your Opportunity to Define Possible. Our Opportunity to Deliver the Nation's Security. Together.

Salary: £66,000 - £85,000

Role Clearance Type: You must be able to gain and maintain UK Government clearance

Location: Burlington House, New Malden, Kingston-Upon-Thames, London, UK.

About Your Opportunity:

A key member of the Systems Engineering function, this role ensures programme work is delivered on time, budget and to the required scope through robust plans. The Future Combat Air Team provides support across a number of emergent Opportunities (Model Based Systems Engineering, Artificial Intelligence, c2&I, etc.), the Team is growing and aims to help our customer understand their needs and define the next generation of Combat Air technologies.

The Engineering Delivery Manager is responsible for leading a multidisciplinary technical team in order to deliver FCA projects to cost and schedule. This primarily will include supporting the FCAS C2&I team with Communications Architecture Modelling activities and MBSE capabilities as well as collaborating with the Data Science Team to incorporate the AI concepts into the MBSE Approach.

Your Benefits:

Flexible working schedules - we offer flexible and hybrid working arrangements. Talk to us at the application stage about any scheduling preferences you may have.
Flexible Benefits Package - choose which NGUKL benefits you want to satisfy your personal needs. Core Benefits provided for you are Healthcare, Dental, Life Assurance and Pension. Benefits you can flex include Critical Illness Cover, Health Cash Plan, and Health Assessments.
Employee Incentive Programme - exceptional performance is recognized through our annual incentive programme which is awarded to top performers who excel
Career Development - opportunity for ongoing professional development and career growth opportunities
Your Responsibilities:

Leading a multidisciplinary technical team, including System Engineering, Data Science and Others as needed, ensuring adequate engineering resource and skill sets are maintained for the project
Providing a senior technical interface with the customer
Delivering the project to cost and schedule
Responsible for the engineering management plan and adherence to it
Ensure designs comply with approved management plans, using approved design methods, competent personnel, effective delivery systems and design processes
Your Experience:

Degree-qualified in a relevant engineering / technical subject or relevant experience.
Evidenced substantial experience in a Systems Engineering role
Knowledge of System Engineering models and techniques.
Experience of full systems engineering lifecycle
Demonstrable knowledge and experience in requirements management
Your Future Team:

'Delivering a reliable and real-world Systems Engineering process into some of the UKs most exciting engineering programmes. We have a diverse team of Engineers, striving to deliver strong technical leadership on some of the UKs largest engineering challenges'

Declan Hayes-McCoy, Account Lead - Future Combat Air @ Northrop Grumman

We are highly skilled and diverse team with a huge range of process and technical knowledge. Our matrix structure promotes collaboration across all the engineering disciplines and programmes. We are passionate about solving the UKs most pressing technical challenges and are proud to deliver quality systems to our customers.

Diversity is at the heart of our success. Our team share experience, knowledge and new thinking gained from a wide range of backgrounds perspective, culture, gender, race, age and many other elements across several industries. We welcome candidates from all backgrounds and particularly from communities currently under-represented within our industry. We treat everyone with respect and foster safe and inclusive environments.

About Our Responsibilities: 

Our customers operate in unique environments which offer new and exciting challenges every day, cultivating a place where you can learn and thrive, working alongside the best minds in industry. We'll give you space to develop your career, where your ideas can shape the future of our dynamic business. 

We promote collaboration to achieve more than we could imagine, together. And within a respectful and inspirational environment, we value what you say and do.

How to Apply:

Interested in our opportunity? 

Yes - then simply submit your application online. Your application will be reviewed by one of our expert recruiters who'll then respond advising you of the outcome and next steps for successful candidates.

Possibly, I'd like to find out more - email  to connect with one of our Sourcing Specialists who will be happy to support you with any enquires.

Background checks and potentially security clearance form part of the recruitment process, our team will inform you of the procedures when required.

Northrop Grumman UK:

Work with a global brand that makes a real contribution to our nation's security and future. At Northrop Grumman UK, the brightest minds come together to push the boundaries and Define Possible. As leaders in the digital transformation of Aerospace, Defence and Intelligence we are providing ground-breaking outcomes for our customers.

UK Defence Business:

Our UK Defence business is a Sovereign software and systems centre of excellence. As well as developing and supporting UK wide and internationally deployed multi-domain command and control systems, our work is critical to the modern backbone of the Royal Navy. We pioneer - with fierce curiosity, dedication, and innovation, we seek to solve the world's most challenging problems.",Job ID: 100537809,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
